NE,4642.0
NO,4547.0
GB,4199.0
PHI,3955.0
ATL,3909.0
LAC,3866.0
PIT,3857.0
DEN,3793.0
DAL,3731.0
IND,3684.0
SEA,3639.0
BAL,3627.0
DET,3601.0
MIN,3560.0
KC,3554.0
CAR,3541.0
NYG,3527.0
CIN,3515.0
HOU,3514.0
CHI,3403.0
SF,3303.0
WAS,3293.0
ARI,3288.0
TEN,3269.0
BUF,3246.0
NYJ,3188.0
MIA,3176.0
TB,3170.0
OAK,3158.0
LA,3062.0
JAX,2975.0
CLE,2724.0
